listing_id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,min_nights,total_reviews,avg_rating,price
2643,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,2,5,179
2644,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,1,5,179
2645,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,1,4,4.5,315
2646,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,1,1,5,315
2647,Union Station,6/27/2012,T,0.99,11,Entire home/apt,6,1 bath,2,3,2,8,4.75,197
2648,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,2.5 baths,2,2,2,5,4.6,482
2650,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,6,1 bath,2,4,3,6,5,148
2651,Dupont Circle,9/10/2015,F,0.96,14,Entire home/apt,2,1 bath,1,1,2,5,4.8,200
2652,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,7,2 baths,2,4,3,10,4.9,208
2653,Union Station,3/16/2023,F,0.91,1,Entire home/apt,3,1.5 baths,1,1,2,5,4.6,161
2655,Union Station,3/24/2017,F,0.99,1894,Entire home/apt,5,1 bath,1,3,2,8,4.75,91
2657,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,2,10,5,132
2658,Union Station,3/23/2023,F,0.98,2,Entire home/apt,8,3 baths,5,5,3,10,4.9,439
2660,Union Station,4/7/2021,F,0.97,11,Entire home/apt,6,2 baths,2,2,3,5,4.8,173
2664,Union Station,10/14/2013,F,0.95,513,Entire home/apt,3,1 bath,1,2,1,2,5,199
2665,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,2 baths,2,3,1,1,5,350
2666,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,1 bath,2,3,1,1,5,300
2667,Union Station,9/16/2016,F,0.92,444,Entire home/apt,3,1 bath,1,1,2,2,4,232
2668,Union Station,9/16/2016,F,0.92,444,Entire home/apt,5,2 baths,2,3,2,2,4.5,382
2669,Union Station,9/16/2016,F,0.92,444,Entire home/apt,5,2 baths,2,3,2,3,5,382
2670,Union Station,9/16/2016,F,0.92,444,Entire home/apt,5,1 bath,2,3,2,1,2,366
2671,Union Station,10/14/2013,F,0.95,513,Entire home/apt,3,1 bath,1,1,2,2,5,199
2672,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,2 baths,2,3,2,1,3,329
2673,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,2 baths,2,3,2,1,4,329
2674,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,1 bath,2,3,2,1,4,315
2675,Union Station,10/14/2013,F,0.95,513,Entire home/apt,5,1 bath,2,3,2,2,3.5,315
2676,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,2,12,4.67,315
2677,Union Station,11/11/2021,F,0.79,1,Entire home/apt,4,1 bath,2,2,2,13,4.85,195
2678,Shaw,10/7/2015,F,1,1,Entire home/apt,2,1 bath,1,1,3,2,5,250
2679,Shaw,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,3,5,5,128
2680,Union Station,5/25/2015,F,0.97,2,Entire home/apt,2,1 bath,1,1,1,8,4.75,99
2682,Union Station,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,2,3,5,145
2686,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,5,4.6,154
2687,Shaw,8/13/2013,F,0.99,196,Entire home/apt,5,2.5 baths,2,2,7,1,5,343
2688,Capitol Hill,6/15/2020,F,1,2,Entire home/apt,8,2.5 baths,2,6,4,1,5,190
2689,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,1,5,157
2690,Shaw,4/23/2014,T,0.92,3,Entire home/apt,4,1 bath,1,2,2,3,4.67,195
2691,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,4,1 bath,2,2,2,4,5,216
2692,Union Station,5/7/2019,T,0.98,17,Entire home/apt,14,4 baths,6,6,1,4,5,463
2693,Foggy Bottom,3/5/2016,T,0.96,3,Entire home/apt,2,1 bath,1,1,1,6,5,269
2694,Shaw,10/15/2015,T,0.98,284,Entire home/apt,4,2 baths,2,2,3,6,4.5,201
2695,Capitol Hill,4/17/2023,F,1,3,Entire home/apt,7,2 baths,3,4,2,13,4.46,309
2696,Capitol Hill,4/17/2023,F,1,3,Entire home/apt,5,2 baths,2,3,2,4,4,273
2697,Union Station,5/7/2019,T,0.98,17,Entire home/apt,14,4 baths,6,7,1,9,4.89,613
2701,Georgetown,10/24/2014,F,0.99,3,Entire home/apt,6,2.5 baths,2,4,3,2,3.5,400
2702,Georgetown,1/10/2022,T,1,4,Entire home/apt,3,1 bath,1,1,1,1,5,342
2707,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,5,5,165
2708,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,2,1.5 baths,1,1,31,1,5,251
2709,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,4,1 bath,2,2,31,4,3,204
2710,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,31,2,5,215
2711,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,5,5,153
2712,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,31,1,5,276
2713,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,3,5,135
2714,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,1,5,148
2715,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,2,5,132
2716,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,4,5,177
2717,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,4,4.75,155
2718,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,2,5,190
2719,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,1,5,196
2720,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,31,1,5,295
2721,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,31,1,5,299
2722,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,2,5,149
2723,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,6,4.83,132
2724,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,6,4.67,132
2725,Georgetown,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,1,5,173
2726,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,2,5,168
2727,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,4,5,239
2728,Union Station,4/26/2023,F,1,285,Entire home/apt,2,1.5 baths,1,1,31,5,5,151
2729,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,1,5,133
2730,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,31,1,5,239
2731,Union Station,4/26/2023,F,1,285,Entire home/apt,2,1.5 baths,1,1,31,10,5,142
2732,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,2,5,204
2734,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,1,5,146
2735,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,4,5,196
2736,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,1,5,140
2737,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,2,5,132
2739,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,31,2,5,273
2741,Shaw,4/26/2023,F,1,285,Entire home/apt,4,1.5 baths,2,2,31,1,5,306
2742,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,4,1 bath,2,2,31,3,5,195
2743,Union Station,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,31,3,5,196
2744,Union Station,4/26/2023,F,1,285,Entire home/apt,6,2 baths,3,3,31,4,5,259
2746,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,31,1,5,207
2747,Union Station,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,31,3,5,190
2748,Capitol Hill,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,1,5,162
2749,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,8,4.88,136
2751,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,7,4.86,189
2752,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,6,4.83,199
2753,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,31,5,5,252
2754,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,5,4.8,223
2755,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,4,4.75,135
2756,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,4,4.75,230
2757,Union Station,4/26/2023,F,1,285,Entire home/apt,2,1.5 baths,1,1,31,7,4.71,152
2758,Shaw,4/26/2023,F,1,285,Entire home/apt,4,2 baths,2,2,31,3,4.67,249
2760,Shaw,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,7,4.71,196
2762,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,2,4.5,151
2763,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,,1,31,2,4.5,137
2764,Dupont Circle,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,4,4.5,164
2766,Foggy Bottom,4/26/2023,F,1,285,Entire home/apt,2,1 bath,1,1,31,3,4.33,138
2768,Union Station,9/29/2021,T,0.97,2,Entire home/apt,5,2 baths,3,3,3,2,5,345
2769,Shaw,4/23/2016,F,1,1,Entire home/apt,2,1 bath,1,1,3,1,5,158
2771,Georgetown,3/24/2017,F,0.99,1894,Entire home/apt,6,1.5 baths,3,3,2,2,5,197
2775,Union Station,1/5/2016,F,0.98,30,Entire home/apt,8,2 baths,2,3,1,2,5,181
2776,Capitol Hill,4/26/2023,F,0.96,35,Entire home/apt,3,1 bath,1,1,1,1,3,122
2781,Dupont Circle,10/24/2019,F,0.99,10,Entire home/apt,2,1 bath,1,1,1,2,4,210
2782,Union Station,2/9/2016,F,,1,Entire home/apt,4,1 bath,1,2,1,1,5,103
2783,Union Station,5/19/2014,F,1,1,Entire home/apt,2,1 bath,1,1,2,2,5,98
2784,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,31,1,5,198
2785,Union Station,7/30/2017,F,1,2,Entire home/apt,3,1 bath,1,1,2,1,5,90
2786,Union Station,4/30/2018,F,0.99,11,Entire home/apt,4,1 bath,2,2,1,1,5,97
2787,Shaw,5/29/2023,F,1,1,Entire home/apt,4,1 bath,2,3,31,1,4,200
2788,Union Station,8/6/2020,T,1,21,Entire home/apt,7,2.5 baths,3,4,2,3,5,301
2790,Union Station,4/6/2011,T,0.99,193,Entire home/apt,4,1 bath,1,2,2,2,5,201
